"url","text","university"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63319","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Technology-Enhanced Learning Environments</h2>
<p>
    Module code: G5065<br/>
    Level 6<br/>
    15 credits in spring teaching<br/>
    Teaching method: Seminar, Practical<br/>
    Assessment modes: Coursework</p>
<p><span>This module aims to develop your understanding of how digital technologies can be used to facilitate learning. It covers established methods of using computers for learning before covering innovative and cutting edge applications. It focuses on theories of how people learn and looks at how these theories influence the design of learning environments.</span></p>
<h3>Module learning outcomes</h3>
<ul>
<li>describe the main tenets of the leading learning theories which underpin technology enhanced learning environments;</li>
<li>evaluate technology enhanced learning environments;</li>
<li>select technology enhanced learning environments for differing needs and contexts;</li>
<li>design technology enhanced learning environments which embody theories of learning and, conversely, identify the learning theories and assumptions underlying existing technology enhanced learning environments.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/61295","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Topics in the Philosophy of Cognitive Science</h2>
<p>
    Module code: G5122<br/>
    Level 6<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Seminar<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>This module aims to provide students of cognitive science with the opportunity to think critically about recent theoretical developments in cognitive science and associated philosophical discussion, and to read key writings by people in the field.</p>
<p>It will stress the links between the study of cognition and the study of other aspects of the mind, such as:</p>
<ul>
<li>phenomenal consciousness</li>
<li>emotion</li>
<li>creativity</li>
<li>embodiment</li>
<li>sensorimotor coordination</li>
<li>dynamical coupling, etc.</li>
</ul>
<p>Actual topics covered will vary from year to year, and may depend on levels of interest.</p>
<p>It will equip you with the ability to understand some of the deeper issues in current research in cognitive science, and to enable you to become a reflective researcher in that area.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Describe the way(s) in which cognitive science aims to integrate the mind into the natural world.</li>
<li>Synthesize and discuss the relative merits of representational and non-representational accounts of cognition.</li>
<li>Argue effectively for and against different philosophical positions concerning the elimination of the propositional attitudes from a science of the mind.</li>
<li>Synthesize and discuss the relative merits of symbolic and sub-symbolic accounts of cognition.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63315","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Video Effects and Compositing Techniques</h2>
<p>
    Module code: G5032<br/>
    Level 6<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Coursework</p>
<p>This module covers the advanced areas of video production by looking, in detail, at advanced motion-based visual effects and the compositing of real and computer generated images. Topics covered include: matte acquisition, scripting, colour correction, image manufacturing, camera tracking and compositing.</p>
<h3>Pre-requisite</h3>
<p>3D Modelling and Rendering</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Understand the process of compositing computer generated images onto live-action video.</li>
<li>Understand how to isolate live-action from a colour-matte source for compositing.</li>
<li>Generate a motion-video based graphic (e.g. title sequence) using scripting, live action video and computer generated video.</li>
<li>Produce deliverable video, to a time constraint.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63342","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Video Production Techniques</h2>
<p>
    Module code: G6048<br/>
    Level 6<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Laboratory, Lecture<br/>
    Assessment modes: Coursework</p>
<p>The module looks at the tools and techniques used in broadcast and video production. You will be introduced to: camera basics and techniques; sound recording; lighting for studio and non-studio work; pre-production methods (resource management, team organisation, visual continuity); and post-production, including non-linear video editing and audio post.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Understand and therefore operate broadcast video camera &amp; audio equipment in a studio and non-studio environment and studio based vision mixing and switching equipment.</li>
<li>Understand and demonstrate the video production workflow.</li>
<li>Produce completed video packages within the specifications given in this module.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/64490","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Web Computing</h2>
<p>
    Module code: G5074<br/>
    Level 6<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Unseen examination</p>
<p>In this module, you are introduced to the models and technologies used to provide services over the Internet and, in particular, the World Wide Web.</p>
<p>You cover topics including:</p>
<ul>
<li>XML – DTD, Schema, DOM, XPATH and XSLT</li>
<li>client-side programming – embedded scripting languages, style sheets</li>
<li>server-side programming – Java Servlets, JSP</li>
<li>applications.</li>
</ul>
<h3>Pre-requisite</h3>
<p>Java programming and HTML will not be introduced by the module but used throughout.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Able to solve simple problems in the design of Internet services, using a variety of related technologies.</li>
<li>Use XML-derived markup languages such as XHTML, XSLT, and use the Java XML API.</li>
<li>Understand the main functions of HTTP, and how servers and clients access the protocol.</li>
<li>Able to construct simple web-applications involving both client and server-side programming, including with AJAX technology.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/68975","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Adaptive Systems</h2>
<p>
    Module code: 825G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory, Lecture, Seminar<br/>
    Assessment modes: Coursework</p>
<p>You gain an understanding of various adaptive processes occurring in both the animal and physical worlds and are equipped with the theoretical and practical tools to study and develop such adaptive mechanisms.</p>
<p>You study key concepts including:</p>
<ul>
<li>cybernetics</li>
<li>control theory</li>
<li>self-organisation</li>
<li>autonomous robotics</li>
<li>evolutionary and developmental robotics</li>
<li>dynamical systems approaches to embodied cognition.</li>
</ul>
<p>It provides you with an opportunity to gain implementation-level familiarity with a variety of adaptive algorithms and techniques and how to apply them in problem solving and biological modelling.</p>
<p>You will gain sufficient experience of using such techniques in a programming project containing structural elements of a research project (hypotheses, extension of previous work, or novel applications).</p>
<h3>Pre-requisite</h3>
<p>The module assumes an ability to write software in one appropriate programming language (e.g. Java, C, Python, Matlab). Basic knowledge of formal computational skills is also assumed.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Recognise, describe and model adaptive processes in natural and/or artificial systems.</li>
<li>Critically evaluate approaches to developing adaptive behaviour.</li>
<li>Demonstrate implementation-level familiarity with a variety of adaptive algorithms and techniques and apply them in problem solving biological modelling.</li>
<li>Deploy such techniques in a research project.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/61290","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Advanced Natural Language Processing</h2>
<p>
    Module code: 968G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Seminar, Laboratory<br/>
    Assessment modes: Coursework</p>
<p>Advanced Natural Language Processing builds on the foundations provided by the Applied Natural Language Processing module.</p>
<p>You will develop your knowledge and understanding of key topics including:</p>
<ul>
<li>word sense disambiguation</li>
<li>vector space models of semantics</li>
<li>named entity recognition</li>
<li>topic modelling</li>
<li>machine translation</li>
</ul>
<p>Seminars will provide in-depth discussion of research papers related to the key topics and also general issues that arise when developing natural language processing tools, including:</p>
<ul>
<li>hypothesis testing</li>
<li>data smoothing techniques</li>
<li>domain adaptation</li>
<li>generative versus discriminative learning</li>
<li>semi-supervised learning</li>
</ul>
<p>Labs will provide the opportunity for students to improve their python programming skills, experiment with some off-the-shelf technology and develop research skills.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate a systematic knowledge and understanding of key challenges in the field of natural language processing (NLP) and critical awareness of current approaches to tackling these challenges.</li>
<li>Critically analyse state-of-the-art NLP technologies and critically assess their application to novel problems involving large quantities of realistic data.</li>
<li>Critically evaluate the effectiveness of an approach through the design and application of suitable experiments.</li>
<li>Synthesise and critically assess state-of-the-art technologies for a given NLP problem based on primary scientific literature.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66350","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Algorithmic Data Science</h2>
<p>
    Module code: 969G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>In this module, you will learn the computer science aspects of data science.</p>
<p>You will particularly focus on how data are represented and manipulated to achieve good performance on large data sets (larger than 10GB) where standard algorithmic techniques no longer apply.</p>
<p>In lectures, you will learn about data structures, algorithms and systems, including distributed computing, databases (relational and non-relational), parallel computing, and cloud computing.</p>
<p>In laboratory sessions, you will work with large data sets from real world applications. This will help you to understand the impact on run-time of your algorithmic choices, and of different computing models (GPU vs CPU).</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Apply knowledge of standard data structures to the formulation and decomposition of big data.</li>
<li>Understand the fundamental issues and challenges of developing parallel distributed algorithms for big data.</li>
<li>Evaluate choice of computing model and data representation based on estimation and measurement of impact on space and time complexity and communication performance.</li>
<li>Apply appropriate methods to store and retrieve structured big data.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/68832","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Applied Natural Language Processing</h2>
<p>
    Module code: 955G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Laboratory, Lecture, Class<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>Applied Natural Language Processing concerns the theory and practice of automatic text processing technologies.</p>
<p>In this module, you study core, generic text processing models, such as:</p>
<ul>
<li>tokenisation</li>
<li>segmentation</li>
<li>stemming</li>
<li>lemmatisation</li>
<li>part-of-speech tagging</li>
<li>named entity recognition</li>
<li>phrasal chunking</li>
<li>dependency parsing.</li>
</ul>
<p>You also cover related problems and application areas, such as:</p>
<ul>
<li>document classification</li>
<li>information retrieval</li>
<li>information extraction.</li>
</ul>
<p>You gain hands-on experience with the practical aspects of this module through weekly laboratory sessions.</p>
<p>As part of this, you make extensive use of the Natural Language Toolkit, which is a collection of natural language processing tools written in the Python programming language.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Given a novel scenario in which automatic text analysis could potentially be of value, assess whether there is scope for successful deployment of NLP technology.</li>
<li>Design and implement a system involving generic NLP tools that is suited to a particular problem, selecting approaches that are well-suited to the specific scenario under consideration.</li>
<li>Formulate a clear verifiable hypothesis that forms the basis of an attempt to successfully deploy NLP technology.</li>
<li>Use appropriate experimental methods to reliably determine the effectiveness of an NLP software tool on actual data.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/62869","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Artificial Life</h2>
<p>
    Module code: 819G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Laboratory, Lecture, Seminar<br/>
    Assessment modes: Coursework</p>
<p>This module provides you with an introduction to the new field of artificial life. The module has a dual focus: first in bringing computing ideas from biology to AI that are useful in synthesising hardware and software-lifeline artefacts, and secondly using computational tools for testing ideas in biology.</p>
<p>Topics that you will study include: cellular automata and random Boolean networks; models of growth and development; introduction to evolutionary algorithms; dynamical system approaches to cognition; coevolution; fitness landscapes; and information theory and life.</p>
<h3>Pre-requisite</h3>
<p>The module assumes an ability to write software in one appropriate programming language (e.g. Java, C, Python, Matlab). Basic knowledge of formal computational skills is also assumed.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate critical awareness of current issues in Artificial Life research.</li>
<li>Programme and apply a genetic algorithm.</li>
<li>Use dynamical systems techniques to analyse a complex system.</li>
<li>Design, complete and critically assess a small but original artificial life research project.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/67392","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Data Science Research Methods</h2>
<p>
    Module code: 970G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Coursework</p>
<p>The course will provide you with the practical tools and techniques required to build, analyse and interpret 'big data' datasets.</p>
<p>You will also be taught how to develop and test hypotheses, prepare actionable plans and present your findings. In the laboratory, you will be given real-world datasets and, as the course proceeds, apply these techniques to that data.</p>
<p>You will be required to address a current real-world problem, using your analysis to test hypotheses, develop an actionable plan and prepare a client presentation.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Analyse real-world 'big data' datasets using appropriate state of the art tools and techniques.</li>
<li>Design testable hypotheses and apply suitable experimental methods to determine whether those hypotheses are supported by the data.</li>
<li>Evaluate the applicability of different tools and techniques for data analysis and visualisation in different scenarios.</li>
<li>Summarise an analysis of big data and apply data visualisation tools and techniques to present data in an appropriate format</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63146","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>E-Business and E-Commerce Systems</h2>
<p>
    Module code: 943G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Seminar<br/>
    Assessment modes: Coursework</p>
<p>The module provides a theoretical and technical understanding of the major issues for existing large-scale E-Business and E-Commerce systems. Theoretical aspects include alternative E-Business strategies, marketing, branding, customer relationship issues and commercial website management. The technical part covers the standard methods for large-scale data storage, data movement, transformation, and application integration, together with the fundamentals of application architecture. Examples focus on the most recent developments in E-Business and E-Commerce distributed systems. Critical analysis of current and emerging technologies for E-Business and E-Commerce is carried out during seminars.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Systematically understand and interpret the operation of the major parts of any enterprise E-Business or E-Commerce system to a significant level of detail. Included in this is an understanding and evaluation of the opportunities presented by new E-Business and E-Commerce technologies, and the prerequisites for successful adoption of those technologies.</li>
<li>Effectively manage and communicate within technical and highly complex environment.</li>
<li>Research multiple information sources at multiple levels of technology detail and write technical reports.</li>
<li>Critically evaluate information about trends and methodologies from multiple research sources and be able to defend their point of view in oral presentation and in writing.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63076","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>HCI Advanced Topics</h2>
<p>
    Module code: 911G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Seminar<br/>
    Assessment modes: Coursework</p>
<p>This module will explore advanced topics in Human Centred Computing Systems, by providing opportunities to reflect on, synthesise and gain a deeper understanding of the concerns, perspectives and interdisciplinary nature of this area.</p>
<p>The module also aims to support the development of research, design and study skills through literature reviews, case studies involving the critique of systems, presentations, group discussion of research and hands-on experiences.</p>
<h3>Pre-requisite</h3>
<p>Human-Computer Interaction</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate a systematic understanding of knowledge, critical awareness of a selection of the recent research advances in the areas of HCI.</li>
<li>Evaluate and critique recent developments in the field of HCI on scientific and technological grounds.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/62827","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Human-Computer Interaction</h2>
<p>
    Module code: 803G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Seminar, Lecture<br/>
    Assessment modes: Coursework</p>
<p>Human–computer interaction (HCI) is concerned with designing, evaluating and deploying usable, effective and enjoyable technologies in a range of contexts. The aim of this module is to give an introduction to the key areas, approaches and developments in the field. Topics include:</p>
<ul>
<li>principles of design</li>
<li>methods for evaluating interfaces with or without user involvement</li>
<li>techniques for prototyping and implementing graphical user interfaces.</li>
</ul>
<p>Ultimately you will be reflective practitioners, able to understand the 'tools' that you have in your user-centred design toolkit and to think constructively and analytically about the best uses, limitations and implications of using these tools to design and evaluate interactive technologies.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate a systematic understanding of what is meant by good design, and examine experiences of designing systems that are usable by people.</li>
<li>Critically apply a variety of methods for evaluating the quality of interfaces.</li>
<li>Critically apply a variety of methods for conducting iterative user-centred design.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66388","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Intelligence in Animals and Machines</h2>
<p>
    Module code: 826G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Seminar, Laboratory<br/>
    Assessment modes: Coursework</p>
<p>The module will help yopu develop an understanding of what it means for an animal or a machine to behave intelligently, and how brain and behavioural systems are adapted to enable an animal to cope effectively within its environment. We consider diverse aspects of intelligence including navigation and motor control, numerical, language, memory and social skills. We ask how these are related to one another and how they are matched to the particular needs of animals and machines.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate a systematic understanding of the meanings of the term 'intelligence', and an ability to critically evaluate experimental data and theoretical concepts in the field.</li>
<li>Synthesise research in animal cognition and the engineering of artificial intelligence, critically assess how these disciplines inform one another and evaluate the appropriateness of the methodologies used to do this.</li>
<li>Present a written account of specific aspects of the course subject matter based on independent reading of primary scientific and engineering literature, in the context of the wider reading of more general texts.</li>
<li>Develop and argue an original hypothesis that draws from the major themes of the course.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66911","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Intelligent Systems Techniques</h2>
<p>
    Module code: 802G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory, Lecture<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>This module will introduce you to the range of knowledge representation techniques used in contemporary Artificial Intelligence, and give you an understanding of their various strengths and weaknesses.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Discuss theories of knowledge and related developments in Artificial Intelligence in the context of the historic development of the field.</li>
<li>Demonstrate systematic understanding of several established knowledge representation and reasoning methods such as sentential logic, semantic networks, ontologies, fuzzy systems, and Bayesian networks.</li>
<li>Identify, critically assess, and implement computational techniques that are used in common applications of Artificial Intelligence such as automated reasoning, problem-solving, game-playing, or route-finding.</li>
<li>Demonstrate the ability to engage with academic literature and articulate complex issues related to theories of machine intelligence.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63165","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Live Video Production</h2>
<p>
    Module code: 953G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Workshop, Laboratory, Lecture<br/>
    Assessment modes: Coursework</p>
<p>This module explores the tools and techniques used in live video production, and the tools and techniques for producing pre-recorded packages for integration in to live programming.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate by effective operation an understanding of broadcast video camera &amp; audio equipment in a studio environment and studio based vision mixing and switching equipment.</li>
<li>Demonstrate the video production workflow by the creation of video assets.</li>
<li>Produce completed video packages within the specifications given in this course.</li>
<li>Understand the technical infrastructure and production techniques of live production and demonstrate this by assuming at least one position during a production.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/62091","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Machine Learning</h2>
<p>
    Module code: 934G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory, Lecture<br/>
    Assessment modes: Coursework</p>
<p>In this module, you explore advanced techniques in machine learning.</p>
<p>You use a systematic treatment, based on the following three key ingredients:</p>
<ul>
<li>tasks</li>
<li>models</li>
<li>features.</li>
</ul>
<p>As part of the module, you are introduced to both regression and classification, and your studies emphasise concepts such as model performance, learnability and computational complexity.</p>
<p>You learn techniques including:</p>
<ul>
<li>probabilistic and non-probabilistic classification and regression methods</li>
<li>reinforcement learning approaches including the non-linear variants using kernel methods.</li>
</ul>
<p>You are also introduced to techniques for pre-processing the data (including PCA).</p>
<p>You will then need to be able to implement, develop and deploy these techniques to real-world problems.</p>
<p>In order to take this module, you need to have already taken the 'Mathematics &amp; Computational Methods for Complex Systems' module (817G5), or have taken an equivalent mathematical module or have equivalent prior experience.</p>
<h3>Pre-requisite</h3>
<p>Mathematics &amp; Computational Methods for Complex Systems (817G5) or equivalent mathematical module / prior experience</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Identify the strengths and weaknesses of state-of-the-art supervised, unsupervised, and reinforcement machine learning models including multi-layer perceptron, support vector machine, random forest, K-means, PCA, and Q-learning.</li>
<li>Critically analyse and implement several stochastic optimization methods ranging from stochastic gradient descent, stochastic variance reduction, to adaptive gradient methods for training machine learning models on big data.</li>
<li>Demonstrate knowledge of the fundamental principles of advanced machine learning models including probabilistic graphical models and statistical network models.</li>
<li>Apply developed classification/regression techniques with stochastic optimization to real-world problems, including extracting deep convolutional neural network features and incorporating prior knowledge.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66389","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Mathematics and Computational Methods for Complex Systems</h2>
<p>
    Module code: 817G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Seminar<br/>
    Assessment modes: Coursework</p>
<p>This module provides a foundation in mathematical and scientific computing techniques used widely in artificial intelligence, artificial life and related fields. The material covered in this module will facilitate the study of a number of options on other MSc courses at a deeper level than would be possible without it. In particular, it is a prerequisite for the Neural Networks and Computational Neuroscience modules. Coursework is based around Matlab packages.</p>
<p>Topics include:</p>
<ul>
<li>vectors and matrices</li>
<li>differential calculus</li>
<li>numerical integration</li>
<li>probability and hypothesis testing</li>
<li>dynamical systems theory.</li>
</ul>
<h3>Module learning outcomes</h3>
<ul>
<li>Use vectors and matrices to simplify mathematical operations using MatLab.</li>
<li>Apply gradient descent for function optimisation using MatLab.</li>
<li>Construct and integrate simple mathematical systems and analyse their stability using dynamical systems theory.</li>
<li>Analyse a scientifc topic mathematically.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63102","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Mobile 3D Applications</h2>
<p>
    Module code: 920G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory<br/>
    Assessment modes: Coursework</p>
<p>Through laboratory-based tuition and utilising Study Direct-based online teaching and learning materials (including slides, video, audio, demonstrations), this module will explore how 3D can be integrated into mobile web-based applications.</p>
<p>Technologies covered include but are not limited to:</p>
<ul>
<li>3D modelling methods for real-time rendering and associated authoring packages (e.g. 3ds Max)</li>
<li>implementation of efficient navigation and interaction methods</li>
<li>responsive web design applied to the implementation of mobile web-based 3D applications.</li>
</ul>
<p>The main focus of this module is to gain practical experience on 3D modelling and programming (e.g. 3ds Max, X3D/VRML, X3DOM, HTML, CSS3, XML, JavaScript (and associated frameworks and libraries), AJAX, JSON, PHP and SQLite) to build a web mobile 3D application (an interactive 3D application that will render across desktop, tablet and mobile devices based on an MVC design pattern).</p>
<p>Example web mobile 3D applications may include: a virtual museum, product configurator, vehicle visualisation, burglary simulation, or a simple web game.</p>
<h3>Pre-requisite</h3>
<p>3D Modelling and Rendering Module 927G9 and some basic programming experience, e.g. in Java.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Make critical design choices when specifying a Web/Mobile 3D Application based on a systematic understanding of Web 3D technologies (e.g. 3D, web development and associated programming) and critical awareness of Web3D technology limitations.</li>
<li>Given a specific problem specification, choose an appropriate set of Web 3D technologies to design and implement a viable interactive and dynamic mobile Web3D Application online that includes the use of 3D and other multimedia content.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/46218","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Multimedia Design and Applications</h2>
<p>
    Module code: 919G5<br/>
    Level 7 (Masters)<br/>
    15 credits in spring teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Coursework</p>
<p>You will examine how modern computing systems manage, deliver and present multimedia such as audio, video, and interactive grapics. Topics that you will study include:</p>
<ul>
<li>information coding</li>
<li>multimedia hardware</li>
<li>networked multimedia</li>
<li>ergonomics</li>
<li>interface design</li>
<li>multimedia applications.</li>
</ul>
<h3>Module learning outcomes</h3>
<ul>
<li>Show a systematic understanding of the basic principles behind human perception of visual and audio information and apply this knowledge to the evaluation of mechanisms for storage of this media.</li>
<li>Critique the latest digital media production and distribution technology.</li>
<li>Identify, explain and analyse the technological basis of the capture, display, storage and transmission of video, image and graphical based multimedia.</li>
<li>Produce well-designed interactive web based content.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/62880","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Object Oriented Programming</h2>
<p>
    Module code: 823G5<br/>
    Level 7 (Masters)<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Coursework, Unseen examination</p>
<p>You will be introduced to object-oriented programming, and in particular to understanding, writing, modifying, debugging and assessing the design quality of simple Java applications.</p>
<p>You do not need any previous programming experience to take this module, as it is suitable for absolute beginners.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Understand, and be able to successfully carry out, the write-edit-compile-run cycle of software development in Java in an appropriate software development environment.</li>
<li>Understand and be able to use fundamental programming concepts such as variables, conditional statements, looping constructs, and methods (procedures).</li>
<li>Understand basic object oriented concepts such as object, class, abstraction, hierarchy modularity and encapsulation.</li>
<li>Understand, and be able to use simple built in data-types such as arrays, Strings, and some of the Collection classes.</li>
</ul></div>","University of Sussex"
